Title;Synopsis;Début du projet;Fin du projet;Visuel;Nature;Budget;Catégorie;link.text;link.url;Owner;Year
The Unborn ;;;01/01/2009;;MOVIE;16000000;Drama|Fantasy|Horror|Mystery|Thriller;IMDB;http://www.imdb.com/title/tt1139668/?ref_=fn_tt_tt_1;public;2009
Moonrise Kingdom ;;;01/01/2012;;MOVIE;16000000;Adventure|Comedy|Drama|Romance;IMDB;http://www.imdb.com/title/tt1748122/?ref_=fn_tt_tt_1;public;2012
The Texas Chainsaw Massacre: The Beginning ;;;01/01/2006;;MOVIE;16000000;Horror;IMDB;http://www.imdb.com/title/tt0420294/?ref_=fn_tt_tt_1;public;2006
The Young Messiah ;;;01/01/2016;;MOVIE;18500000;Drama;IMDB;http://www.imdb.com/title/tt1002563/?ref_=fn_tt_tt_1;public;2016
The Master of Disguise ;;;01/01/2002;;MOVIE;16000000;Comedy|Family;IMDB;http://www.imdb.com/title/tt0295427/?ref_=fn_tt_tt_1;public;2002
Pan's Labyrinth ;;;01/01/2006;;MOVIE;13500000;Drama|Fantasy|War;IMDB;http://www.imdb.com/title/tt0457430/?ref_=fn_tt_tt_1;public;2006
The Messengers             ;;;01/01/;;MOVIE;;Drama|Fantasy|Mystery|Thriller;IMDB;http://www.imdb.com/title/tt3513704/?ref_=fn_tt_tt_1;public;0
See Spot Run ;;;01/01/2001;;MOVIE;35000000;Action|Comedy|Crime|Family;IMDB;http://www.imdb.com/title/tt0250720/?ref_=fn_tt_tt_1;public;2001
Baby Boy ;;;01/01/2001;;MOVIE;16000000;Crime|Drama|Romance|Thriller;IMDB;http://www.imdb.com/title/tt0255819/?ref_=fn_tt_tt_1;public;2001
The Roommate ;;;01/01/2011;;MOVIE;16000000;Drama|Horror|Thriller;IMDB;http://www.imdb.com/title/tt1265990/?ref_=fn_tt_tt_1;public;2011
Joe Dirt ;;;01/01/2001;;MOVIE;17700000;Adventure|Comedy|Drama;IMDB;http://www.imdb.com/title/tt0245686/?ref_=fn_tt_tt_1;public;2001
Double Impact ;;;01/01/1991;;MOVIE;15000000;Action|Crime;IMDB;http://www.imdb.com/title/tt0101764/?ref_=fn_tt_tt_1;public;1991
Hot Fuzz ;;;01/01/2007;;MOVIE;8000000;Action|Comedy|Mystery;IMDB;http://www.imdb.com/title/tt0425112/?ref_=fn_tt_tt_1;public;2007
The Women ;;;01/01/2008;;MOVIE;16500000;Comedy|Drama;IMDB;http://www.imdb.com/title/tt0430770/?ref_=fn_tt_tt_1;public;2008
Vicky Cristina Barcelona ;;;01/01/2008;;MOVIE;15500000;Drama|Romance;IMDB;http://www.imdb.com/title/tt0497465/?ref_=fn_tt_tt_1;public;2008
Arn: The Knight Templar ;;;01/01/2007;;MOVIE;25000000;Action|Adventure|Drama|Romance|War;IMDB;http://www.imdb.com/title/tt0837106/?ref_=fn_tt_tt_1;public;2007
Bad Moms ;;;01/01/2016;;MOVIE;20000000;Comedy;IMDB;http://www.imdb.com/title/tt4651520/?ref_=fn_tt_tt_1;public;2016
Boys and Girls ;;;01/01/2000;;MOVIE;16000000;Comedy|Drama|Romance;IMDB;http://www.imdb.com/title/tt0204175/?ref_=fn_tt_tt_1;public;2000
White Oleander ;;;01/01/2002;;MOVIE;16000000;Drama;IMDB;http://www.imdb.com/title/tt0283139/?ref_=fn_tt_tt_1;public;2002
Jennifer's Body ;;;01/01/2009;;MOVIE;16000000;Comedy|Fantasy|Horror;IMDB;http://www.imdb.com/title/tt1131734/?ref_=fn_tt_tt_1;public;2009
Drowning Mona ;;;01/01/2000;;MOVIE;16000000;Comedy|Crime|Mystery;IMDB;http://www.imdb.com/title/tt0186045/?ref_=fn_tt_tt_1;public;2000
Radio Days ;;;01/01/1987;;MOVIE;16000000;Comedy;IMDB;http://www.imdb.com/title/tt0093818/?ref_=fn_tt_tt_1;public;1987
Left Behind ;;;01/01/2014;;MOVIE;16000000;Action|Drama|Fantasy|Mystery|Thriller;IMDB;http://www.imdb.com/title/tt2467046/?ref_=fn_tt_tt_1;public;2014
Remember Me ;;;01/01/2010;;MOVIE;16000000;Drama|Romance;IMDB;http://www.imdb.com/title/tt1403981/?ref_=fn_tt_tt_1;public;2010
How to Deal ;;;01/01/2003;;MOVIE;16000000;Comedy|Drama|Romance;IMDB;http://www.imdb.com/title/tt0319524/?ref_=fn_tt_tt_1;public;2003
My Stepmother Is an Alien ;;;01/01/1988;;MOVIE;20000000;Comedy|Romance|Sci-Fi;IMDB;http://www.imdb.com/title/tt0095687/?ref_=fn_tt_tt_1;public;1988
Philadelphia ;;;01/01/1993;;MOVIE;26000000;Drama;IMDB;http://www.imdb.com/title/tt0107818/?ref_=fn_tt_tt_1;public;1993
The Thirteenth Floor ;;;01/01/1999;;MOVIE;16000000;Mystery|Sci-Fi|Thriller;IMDB;http://www.imdb.com/title/tt0139809/?ref_=fn_tt_tt_1;public;1999
The Cookout ;;;01/01/2004;;MOVIE;;Comedy;IMDB;http://www.imdb.com/title/tt0380277/?ref_=fn_tt_tt_1;public;2004
Meteor ;;;01/01/1979;;MOVIE;16000000;Action|Drama|Sci-Fi|Thriller;IMDB;http://www.imdb.com/title/tt0079550/?ref_=fn_tt_tt_1;public;1979
Duets ;;;01/01/2000;;MOVIE;15000000;Comedy|Drama|Music;IMDB;http://www.imdb.com/title/tt0134630/?ref_=fn_tt_tt_1;public;2000
Hollywood Ending ;;;01/01/2002;;MOVIE;16000000;Comedy|Romance;IMDB;http://www.imdb.com/title/tt0278823/?ref_=fn_tt_tt_1;public;2002
Detroit Rock City ;;;01/01/1999;;MOVIE;15000000;Comedy|Music;IMDB;http://www.imdb.com/title/tt0165710/?ref_=fn_tt_tt_1;public;1999
Highlander ;;;01/01/1986;;MOVIE;16000000;Action|Adventure|Fantasy;IMDB;http://www.imdb.com/title/tt0091203/?ref_=fn_tt_tt_1;public;1986
Things We Lost in the Fire ;;;01/01/2007;;MOVIE;16000000;Drama;IMDB;http://www.imdb.com/title/tt0469623/?ref_=fn_tt_tt_1;public;2007
Steel ;;;01/01/1997;;MOVIE;16000000;Action|Crime|Sci-Fi;IMDB;http://www.imdb.com/title/tt0120207/?ref_=fn_tt_tt_1;public;1997
The Immigrant ;;;01/01/2013;;MOVIE;16000000;Drama|Romance;IMDB;http://www.imdb.com/title/tt1951181/?ref_=fn_tt_tt_1;public;2013
The White Countess ;;;01/01/2005;;MOVIE;16000000;Drama|History|Romance|War;IMDB;http://www.imdb.com/title/tt0384686/?ref_=fn_tt_tt_1;public;2005
Trance ;;;01/01/2013;;MOVIE;20000000;Crime|Drama|Mystery|Thriller;IMDB;http://www.imdb.com/title/tt1924429/?ref_=fn_tt_tt_1;public;2013
Soul Plane ;;;01/01/2004;;MOVIE;16000000;Comedy;IMDB;http://www.imdb.com/title/tt0367085/?ref_=fn_tt_tt_1;public;2004
Welcome to the Sticks ;;;01/01/2008;;MOVIE;11000000;Comedy|Romance;IMDB;http://www.imdb.com/title/tt1064932/?ref_=fn_tt_tt_1;public;2008
Good ;;;01/01/2008;;MOVIE;15000000;Drama|Romance|War;IMDB;http://www.imdb.com/title/tt0436364/?ref_=fn_tt_tt_1;public;2008
Enter the Void ;;;01/01/2009;;MOVIE;13000000;Drama|Fantasy;IMDB;http://www.imdb.com/title/tt1191111/?ref_=fn_tt_tt_1;public;2009
Vamps ;;;01/01/2012;;MOVIE;16000000;Comedy|Horror|Romance;IMDB;http://www.imdb.com/title/tt1545106/?ref_=fn_tt_tt_1;public;2012
Hachi: A Dog's Tale ;;;01/01/2009;;MOVIE;16000000;Drama|Family;IMDB;http://www.imdb.com/title/tt1028532/?ref_=fn_tt_tt_1;public;2009
Zulu ;;;01/01/2013;;MOVIE;16000000;Crime|Drama|Thriller;IMDB;http://www.imdb.com/title/tt2249221/?ref_=fn_tt_tt_1;public;2013
The Homesman ;;;01/01/2014;;MOVIE;16000000;Drama|Western;IMDB;http://www.imdb.com/title/tt2398231/?ref_=fn_tt_tt_1;public;2014
Juwanna Mann ;;;01/01/2002;;MOVIE;15600000;Comedy|Drama|Romance|Sport;IMDB;http://www.imdb.com/title/tt0247444/?ref_=fn_tt_tt_1;public;2002
Lilyhammer             ;;;01/01/;;MOVIE;34000000;Comedy|Crime|Drama;IMDB;http://www.imdb.com/title/tt1958961/?ref_=fn_tt_tt_1;public;0
Ararat ;;;01/01/2002;;MOVIE;;Drama|War;IMDB;http://www.imdb.com/title/tt0273435/?ref_=fn_tt_tt_1;public;2002
Madison ;;;01/01/2001;;MOVIE;;Drama|Sport;IMDB;http://www.imdb.com/title/tt0206113/?ref_=fn_tt_tt_1;public;2001
Slow Burn ;;;01/01/2005;;MOVIE;15500000;Drama|Mystery|Thriller;IMDB;http://www.imdb.com/title/tt0376196/?ref_=fn_tt_tt_1;public;2005
Wasabi ;;;01/01/2001;;MOVIE;15300000;Action|Comedy|Crime|Drama|Thriller;IMDB;http://www.imdb.com/title/tt0281364/?ref_=fn_tt_tt_1;public;2001
Slither ;;;01/01/2006;;MOVIE;15500000;Comedy|Horror|Sci-Fi;IMDB;http://www.imdb.com/title/tt0439815/?ref_=fn_tt_tt_1;public;2006
Beverly Hills Cop ;;;01/01/1984;;MOVIE;14000000;Action|Comedy|Crime;IMDB;http://www.imdb.com/title/tt0086960/?ref_=fn_tt_tt_1;public;1984
Home Alone ;;;01/01/1990;;MOVIE;18000000;Comedy|Family;IMDB;http://www.imdb.com/title/tt0099785/?ref_=fn_tt_tt_1;public;1990
3 Men and a Baby ;;;01/01/1987;;MOVIE;11000000;Comedy|Drama|Family;IMDB;http://www.imdb.com/title/tt0094137/?ref_=fn_tt_tt_1;public;1987
Tootsie ;;;01/01/1982;;MOVIE;22000000;Comedy|Drama|Romance;IMDB;http://www.imdb.com/title/tt0084805/?ref_=fn_tt_tt_1;public;1982
Top Gun ;;;01/01/1986;;MOVIE;15000000;Action|Drama|Romance;IMDB;http://www.imdb.com/title/tt0092099/?ref_=fn_tt_tt_1;public;1986
Crouching Tiger, Hidden Dragon ;;;01/01/2000;;MOVIE;15000000;Action|Drama|Romance;IMDB;http://www.imdb.com/title/tt0190332/?ref_=fn_tt_tt_1;public;2000
American Beauty ;;;01/01/1999;;MOVIE;15000000;Drama;IMDB;http://www.imdb.com/title/tt0169547/?ref_=fn_tt_tt_1;public;1999
The King's Speech ;;;01/01/2010;;MOVIE;15000000;Biography|Drama|History|Romance;IMDB;http://www.imdb.com/title/tt1504320/?ref_=fn_tt_tt_1;public;2010
Twins ;;;01/01/1988;;MOVIE;15000000;Comedy|Crime;IMDB;http://www.imdb.com/title/tt0096320/?ref_=fn_tt_tt_1;public;1988
Scream: The TV Series             ;;;01/01/;;MOVIE;;Crime|Drama|Horror|Mystery|Thriller;IMDB;http://www.imdb.com/title/tt3921180/?ref_=fn_tt_tt_1;public;0
The Yellow Handkerchief ;;;01/01/2008;;MOVIE;15500000;Drama|Romance;IMDB;http://www.imdb.com/title/tt0954990/?ref_=fn_tt_tt_1;public;2008
The Color Purple ;;;01/01/1985;;MOVIE;15000000;Drama;IMDB;http://www.imdb.com/title/tt0088939/?ref_=fn_tt_tt_1;public;1985
Tidal Wave ;;;01/01/2009;;MOVIE;;Action|Comedy|Drama|Thriller;IMDB;http://www.imdb.com/title/tt1153040/?ref_=fn_tt_tt_1;public;2009
Ben-Hur ;;;01/01/2016;;MOVIE;100000000;Adventure|Drama|History;IMDB;http://www.imdb.com/title/tt2638144/?ref_=fn_tt_tt_1;public;2016
The Imitation Game ;;;01/01/2014;;MOVIE;14000000;Biography|Drama|Thriller|War;IMDB;http://www.imdb.com/title/tt2084970/?ref_=fn_tt_tt_1;public;2014
Private Benjamin ;;;01/01/1980;;MOVIE;10000000;Comedy|War;IMDB;http://www.imdb.com/title/tt0081375/?ref_=fn_tt_tt_1;public;1980
Coal Miner's Daughter ;;;01/01/1980;;MOVIE;;Biography|Drama|Music|Musical;IMDB;http://www.imdb.com/title/tt0080549/?ref_=fn_tt_tt_1;public;1980
Diary of a Wimpy Kid ;;;01/01/2010;;MOVIE;15000000;Comedy|Family;IMDB;http://www.imdb.com/title/tt1196141/?ref_=fn_tt_tt_1;public;2010
Mama ;;;01/01/2013;;MOVIE;20000000;Fantasy|Horror;IMDB;http://www.imdb.com/title/tt2023587/?ref_=fn_tt_tt_1;public;2013
Halloween ;;;01/01/1978;;MOVIE;300000;Horror|Thriller;IMDB;http://www.imdb.com/title/tt0077651/?ref_=fn_tt_tt_1;public;1978
National Lampoon's Vacation ;;;01/01/1983;;MOVIE;15000000;Adventure|Comedy;IMDB;http://www.imdb.com/title/tt0085995/?ref_=fn_tt_tt_1;public;1983
Bad Grandpa ;;;01/01/2013;;MOVIE;15000000;Comedy;IMDB;http://www.imdb.com/title/tt3063516/?ref_=fn_tt_tt_1;public;2013
The Queen ;;;01/01/2006;;MOVIE;9800000;Biography|Drama;IMDB;http://www.imdb.com/title/tt0436697/?ref_=fn_tt_tt_1;public;2006
Beetlejuice ;;;01/01/1988;;MOVIE;15000000;Comedy|Fantasy;IMDB;http://www.imdb.com/title/tt0094721/?ref_=fn_tt_tt_1;public;1988
Why Did I Get Married? ;;;01/01/2007;;MOVIE;15000000;Comedy|Drama;IMDB;http://www.imdb.com/title/tt0906108/?ref_=fn_tt_tt_1;public;2007
Little Women ;;;01/01/1994;;MOVIE;15000000;Drama|Family|Romance;IMDB;http://www.imdb.com/title/tt0110367/?ref_=fn_tt_tt_1;public;1994
The Woman in Black ;;;01/01/2012;;MOVIE;17000000;Drama|Fantasy|Horror|Thriller;IMDB;http://www.imdb.com/title/tt1596365/?ref_=fn_tt_tt_1;public;2012
When a Stranger Calls ;;;01/01/2006;;MOVIE;15000000;Horror|Thriller;IMDB;http://www.imdb.com/title/tt0455857/?ref_=fn_tt_tt_1;public;2006
Big Fat Liar ;;;01/01/2002;;MOVIE;15000000;Adventure|Comedy|Family;IMDB;http://www.imdb.com/title/tt0265298/?ref_=fn_tt_tt_1;public;2002
The Deer Hunter ;;;01/01/1978;;MOVIE;15000000;Drama|War;IMDB;http://www.imdb.com/title/tt0077416/?ref_=fn_tt_tt_1;public;1978
Wag the Dog ;;;01/01/1997;;MOVIE;15000000;Comedy|Drama;IMDB;http://www.imdb.com/title/tt0120885/?ref_=fn_tt_tt_1;public;1997
The Lizzie McGuire Movie ;;;01/01/2003;;MOVIE;17000000;Adventure|Comedy|Family|Music|Romance;IMDB;http://www.imdb.com/title/tt0306841/?ref_=fn_tt_tt_1;public;2003
Snitch ;;;01/01/2013;;MOVIE;15000000;Action|Drama|Thriller;IMDB;http://www.imdb.com/title/tt0882977/?ref_=fn_tt_tt_1;public;2013
Krampus ;;;01/01/2015;;MOVIE;15000000;Comedy|Fantasy|Horror;IMDB;http://www.imdb.com/title/tt3850590/?ref_=fn_tt_tt_1;public;2015
The Faculty ;;;01/01/1998;;MOVIE;15000000;Horror|Mystery|Sci-Fi;IMDB;http://www.imdb.com/title/tt0133751/?ref_=fn_tt_tt_1;public;1998
What's Love Got to Do with It ;;;01/01/1993;;MOVIE;;Biography|Drama|Music;IMDB;http://www.imdb.com/title/tt0108551/?ref_=fn_tt_tt_1;public;1993
Cop Land ;;;01/01/1997;;MOVIE;10000000;Crime|Drama|Thriller;IMDB;http://www.imdb.com/title/tt0118887/?ref_=fn_tt_tt_1;public;1997
Not Another Teen Movie ;;;01/01/2001;;MOVIE;16000000;Comedy;IMDB;http://www.imdb.com/title/tt0277371/?ref_=fn_tt_tt_1;public;2001
End of Watch ;;;01/01/2012;;MOVIE;7000000;Crime|Drama|Thriller;IMDB;http://www.imdb.com/title/tt1855199/?ref_=fn_tt_tt_1;public;2012
Aloha ;;;01/01/2015;;MOVIE;37000000;Comedy|Drama|Romance;IMDB;http://www.imdb.com/title/tt1243974/?ref_=fn_tt_tt_1;public;2015
The Skulls ;;;01/01/2000;;MOVIE;15000000;Action|Crime|Drama|Thriller;IMDB;http://www.imdb.com/title/tt0192614/?ref_=fn_tt_tt_1;public;2000
The Theory of Everything ;;;01/01/2014;;MOVIE;15000000;Biography|Drama|Romance;IMDB;http://www.imdb.com/title/tt2980516/?ref_=fn_tt_tt_1;public;2014
Malibu's Most Wanted ;;;01/01/2003;;MOVIE;16000000;Comedy|Crime;IMDB;http://www.imdb.com/title/tt0328099/?ref_=fn_tt_tt_1;public;2003
Where the Heart Is ;;;01/01/2000;;MOVIE;15000000;Comedy|Drama|Romance;IMDB;http://www.imdb.com/title/tt0198021/?ref_=fn_tt_tt_1;public;2000
Lawrence of Arabia ;;;01/01/1962;;MOVIE;15000000;Adventure|Biography|Drama|History|War;IMDB;http://www.imdb.com/title/tt0056172/?ref_=fn_tt_tt_1;public;1962
Halloween II ;;;01/01/2009;;MOVIE;15000000;Horror;IMDB;http://www.imdb.com/title/tt1311067/?ref_=fn_tt_tt_1;public;2009
Wild ;;;01/01/2014;;MOVIE;15000000;Adventure|Biography|Drama;IMDB;http://www.imdb.com/title/tt2305051/?ref_=fn_tt_tt_1;public;2014
The Last House on the Left ;;;01/01/2009;;MOVIE;15000000;Crime|Horror|Thriller;IMDB;http://www.imdb.com/title/tt0844708/?ref_=fn_tt_tt_1;public;2009
The Wedding Date ;;;01/01/2005;;MOVIE;15000000;Comedy|Romance;IMDB;http://www.imdb.com/title/tt0372532/?ref_=fn_tt_tt_1;public;2005
Halloween: Resurrection ;;;01/01/2002;;MOVIE;15000000;Comedy|Horror|Thriller;IMDB;http://www.imdb.com/title/tt0220506/?ref_=fn_tt_tt_1;public;2002
Clash of the Titans ;;;01/01/2010;;MOVIE;125000000;Action|Adventure|Fantasy;IMDB;http://www.imdb.com/title/tt0800320/?ref_=fn_tt_tt_1;public;2010
The Princess Bride ;;;01/01/1987;;MOVIE;16000000;Adventure|Family|Fantasy|Romance;IMDB;http://www.imdb.com/title/tt0093779/?ref_=fn_tt_tt_1;public;1987
The Great Debaters ;;;01/01/2007;;MOVIE;15000000;Biography|Drama;IMDB;http://www.imdb.com/title/tt0427309/?ref_=fn_tt_tt_1;public;2007
Drive ;;;01/01/2011;;MOVIE;15000000;Crime|Drama;IMDB;http://www.imdb.com/title/tt0780504/?ref_=fn_tt_tt_1;public;2011
Confessions of a Teenage Drama Queen ;;;01/01/2004;;MOVIE;15000000;Comedy|Family|Music|Romance;IMDB;http://www.imdb.com/title/tt0361467/?ref_=fn_tt_tt_1;public;2004
The Object of My Affection ;;;01/01/1998;;MOVIE;15000000;Comedy|Drama|Romance;IMDB;http://www.imdb.com/title/tt0120772/?ref_=fn_tt_tt_1;public;1998
28 Weeks Later ;;;01/01/2007;;MOVIE;15000000;Drama|Horror|Sci-Fi;IMDB;http://www.imdb.com/title/tt0463854/?ref_=fn_tt_tt_1;public;2007
When the Game Stands Tall ;;;01/01/2014;;MOVIE;15000000;Drama|Family|Sport;IMDB;http://www.imdb.com/title/tt2247476/?ref_=fn_tt_tt_1;public;2014
Because of Winn-Dixie ;;;01/01/2005;;MOVIE;14000000;Comedy|Drama|Family;IMDB;http://www.imdb.com/title/tt0317132/?ref_=fn_tt_tt_1;public;2005
Love & Basketball ;;;01/01/2000;;MOVIE;15000000;Drama|Romance|Sport;IMDB;http://www.imdb.com/title/tt0199725/?ref_=fn_tt_tt_1;public;2000
Grosse Pointe Blank ;;;01/01/1997;;MOVIE;15000000;Action|Comedy|Crime|Romance|Thriller;IMDB;http://www.imdb.com/title/tt0119229/?ref_=fn_tt_tt_1;public;1997
All About Steve ;;;01/01/2009;;MOVIE;15000000;Comedy|Romance;IMDB;http://www.imdb.com/title/tt0881891/?ref_=fn_tt_tt_1;public;2009
Book of Shadows: Blair Witch 2 ;;;01/01/2000;;MOVIE;15000000;Adventure|Fantasy|Horror|Mystery|Thriller;IMDB;http://www.imdb.com/title/tt0229260/?ref_=fn_tt_tt_1;public;2000
The Craft ;;;01/01/1996;;MOVIE;15000000;Drama|Fantasy|Horror|Thriller;IMDB;http://www.imdb.com/title/tt0115963/?ref_=fn_tt_tt_1;public;1996
Match Point ;;;01/01/2005;;MOVIE;15000000;Drama|Romance|Thriller;IMDB;http://www.imdb.com/title/tt0416320/?ref_=fn_tt_tt_1;public;2005
Ramona and Beezus ;;;01/01/2010;;MOVIE;15000000;Adventure|Comedy|Family|Fantasy;IMDB;http://www.imdb.com/title/tt0493949/?ref_=fn_tt_tt_1;public;2010
The Remains of the Day ;;;01/01/1993;;MOVIE;11500000;Drama|Romance;IMDB;http://www.imdb.com/title/tt0107943/?ref_=fn_tt_tt_1;public;1993
Boogie Nights ;;;01/01/1997;;MOVIE;15000000;Drama;IMDB;http://www.imdb.com/title/tt0118749/?ref_=fn_tt_tt_1;public;1997
Nowhere to Run ;;;01/01/1993;;MOVIE;15000000;Action|Crime|Drama|Romance|Thriller;IMDB;http://www.imdb.com/title/tt0107711/?ref_=fn_tt_tt_1;public;1993
Flicka ;;;01/01/2006;;MOVIE;15000000;Adventure|Drama|Family;IMDB;http://www.imdb.com/title/tt0434215/?ref_=fn_tt_tt_1;public;2006
The Hills Have Eyes II ;;;01/01/2007;;MOVIE;15000000;Horror;IMDB;http://www.imdb.com/title/tt0800069/?ref_=fn_tt_tt_1;public;2007
Urban Legends: Final Cut ;;;01/01/2000;;MOVIE;14000000;Horror|Mystery|Thriller;IMDB;http://www.imdb.com/title/tt0192731/?ref_=fn_tt_tt_1;public;2000
Tuck Everlasting ;;;01/01/2002;;MOVIE;15000000;Drama|Family|Fantasy|Romance;IMDB;http://www.imdb.com/title/tt0283084/?ref_=fn_tt_tt_1;public;2002
The Marine ;;;01/01/2006;;MOVIE;20000000;Action|Drama|Thriller;IMDB;http://www.imdb.com/title/tt0419946/?ref_=fn_tt_tt_1;public;2006
Keanu ;;;01/01/2016;;MOVIE;15000000;Action|Comedy;IMDB;http://www.imdb.com/title/tt4139124/?ref_=fn_tt_tt_1;public;2016
Country Strong ;;;01/01/2010;;MOVIE;15000000;Drama|Music;IMDB;http://www.imdb.com/title/tt1555064/?ref_=fn_tt_tt_1;public;2010
Disturbing Behavior ;;;01/01/1998;;MOVIE;15000000;Horror|Mystery|Sci-Fi|Thriller;IMDB;http://www.imdb.com/title/tt0134619/?ref_=fn_tt_tt_1;public;1998
The Place Beyond the Pines ;;;01/01/2012;;MOVIE;15000000;Crime|Drama|Thriller;IMDB;http://www.imdb.com/title/tt1817273/?ref_=fn_tt_tt_1;public;2012
The November Man ;;;01/01/2014;;MOVIE;15000000;Action|Crime|Thriller;IMDB;http://www.imdb.com/title/tt2402157/?ref_=fn_tt_tt_1;public;2014
Eye of the Beholder ;;;01/01/1999;;MOVIE;15000000;Drama|Mystery|Thriller;IMDB;http://www.imdb.com/title/tt0120662/?ref_=fn_tt_tt_1;public;1999
The Hurt Locker ;;;01/01/2008;;MOVIE;15000000;Drama|History|Thriller|War;IMDB;http://www.imdb.com/title/tt0887912/?ref_=fn_tt_tt_1;public;2008
Firestarter ;;;01/01/1984;;MOVIE;15000000;Action|Horror|Sci-Fi|Thriller;IMDB;http://www.imdb.com/title/tt0087262/?ref_=fn_tt_tt_1;public;1984
Killing Them Softly ;;;01/01/2012;;MOVIE;15000000;Crime|Thriller;IMDB;http://www.imdb.com/title/tt1764234/?ref_=fn_tt_tt_1;public;2012
A Most Wanted Man ;;;01/01/2014;;MOVIE;15000000;Crime|Drama|Thriller;IMDB;http://www.imdb.com/title/tt1972571/?ref_=fn_tt_tt_1;public;2014
Freddy Got Fingered ;;;01/01/2001;;MOVIE;15000000;Comedy;IMDB;http://www.imdb.com/title/tt0240515/?ref_=fn_tt_tt_1;public;2001
The Pirates Who Don't Do Anything: A VeggieTales Movie ;;;01/01/2008;;MOVIE;15000000;Adventure|Animation|Comedy|Family;IMDB;http://www.imdb.com/title/tt0475998/?ref_=fn_tt_tt_1;public;2008
U2 3D ;;;01/01/2007;;MOVIE;;Documentary|Music;IMDB;http://www.imdb.com/title/tt0892375/?ref_=fn_tt_tt_1;public;2007
Highlander: Endgame ;;;01/01/2000;;MOVIE;15000000;Action|Adventure|Fantasy|Sci-Fi;IMDB;http://www.imdb.com/title/tt0144964/?ref_=fn_tt_tt_1;public;2000
Idlewild ;;;01/01/2006;;MOVIE;15000000;Crime|Drama|Musical|Romance;IMDB;http://www.imdb.com/title/tt0417225/?ref_=fn_tt_tt_1;public;2006
One Day ;;;01/01/2011;;MOVIE;15000000;Drama|Romance;IMDB;http://www.imdb.com/title/tt1563738/?ref_=fn_tt_tt_1;public;2011
Whip It ;;;01/01/2009;;MOVIE;15000000;Drama|Sport;IMDB;http://www.imdb.com/title/tt1172233/?ref_=fn_tt_tt_1;public;2009
Knockaround Guys ;;;01/01/2001;;MOVIE;;Crime|Drama|Thriller;IMDB;http://www.imdb.com/title/tt0211465/?ref_=fn_tt_tt_1;public;2001
Confidence ;;;01/01/2003;;MOVIE;15000000;Crime|Thriller;IMDB;http://www.imdb.com/title/tt0310910/?ref_=fn_tt_tt_1;public;2003
The Muse ;;;01/01/1999;;MOVIE;15000000;Comedy;IMDB;http://www.imdb.com/title/tt0164108/?ref_=fn_tt_tt_1;public;1999
De-Lovely ;;;01/01/2004;;MOVIE;20000000;Biography|Drama|Music|Musical;IMDB;http://www.imdb.com/title/tt0352277/?ref_=fn_tt_tt_1;public;2004
New York Stories ;;;01/01/1989;;MOVIE;15000000;Comedy|Drama|Romance;IMDB;http://www.imdb.com/title/tt0097965/?ref_=fn_tt_tt_1;public;1989
Barney's Great Adventure ;;;01/01/1998;;MOVIE;15000000;Adventure|Family;IMDB;http://www.imdb.com/title/tt0120598/?ref_=fn_tt_tt_1;public;1998
The Man with the Iron Fists ;;;01/01/2012;;MOVIE;15000000;Action;IMDB;http://www.imdb.com/title/tt1258972/?ref_=fn_tt_tt_1;public;2012
Home Fries ;;;01/01/1998;;MOVIE;15000000;Comedy|Drama|Romance;IMDB;http://www.imdb.com/title/tt0119304/?ref_=fn_tt_tt_1;public;1998
Here on Earth ;;;01/01/2000;;MOVIE;15000000;Drama|Romance;IMDB;http://www.imdb.com/title/tt0195778/?ref_=fn_tt_tt_1;public;2000
Brazil ;;;01/01/1985;;MOVIE;15000000;Drama|Sci-Fi;IMDB;http://www.imdb.com/title/tt0088846/?ref_=fn_tt_tt_1;public;1985
Raise Your Voice ;;;01/01/2004;;MOVIE;15000000;Family|Music|Romance;IMDB;http://www.imdb.com/title/tt0361696/?ref_=fn_tt_tt_1;public;2004
The Dead Zone             ;;;01/01/;;MOVIE;;Drama|Fantasy|Mystery|Sci-Fi;IMDB;http://www.imdb.com/title/tt0281432/?ref_=fn_tt_tt_1;public;0
The Big Lebowski ;;;01/01/1998;;MOVIE;15000000;Comedy|Crime;IMDB;http://www.imdb.com/title/tt0118715/?ref_=fn_tt_tt_1;public;1998
Black Snake Moan ;;;01/01/2006;;MOVIE;15000000;Drama|Music;IMDB;http://www.imdb.com/title/tt0462200/?ref_=fn_tt_tt_1;public;2006
Dark Blue ;;;01/01/2002;;MOVIE;15000000;Crime|Drama|Romance|Thriller;IMDB;http://www.imdb.com/title/tt0279331/?ref_=fn_tt_tt_1;public;2002
A Mighty Heart ;;;01/01/2007;;MOVIE;16000000;Biography|Drama|History|Thriller|War;IMDB;http://www.imdb.com/title/tt0829459/?ref_=fn_tt_tt_1;public;2007
Whatever It Takes ;;;01/01/2000;;MOVIE;15000000;Comedy|Drama|Romance;IMDB;http://www.imdb.com/title/tt0202402/?ref_=fn_tt_tt_1;public;2000
Boat Trip ;;;01/01/2002;;MOVIE;20000000;Comedy;IMDB;http://www.imdb.com/title/tt0285462/?ref_=fn_tt_tt_1;public;2002
The Importance of Being Earnest ;;;01/01/2002;;MOVIE;15000000;Comedy|Drama|Romance;IMDB;http://www.imdb.com/title/tt0278500/?ref_=fn_tt_tt_1;public;2002
